id,effettuataDa,data,ora,durata,costo
3,3202723866,2024-08-07,21:36:10,4592,4.2028
4,3202723866,2023-04-14,07:25:36,2546,8.3811
5,3202723866,2022-06-14,20:05:01,7104,41.2371
6,3202723866,2024-12-07,08:37:50,6901,24.2783
1,3357977784,2022-04-18,18:41:35,1647,7.6924
2,3357977784,2024-01-17,09:44:59,4236,9.4566
3,3357977784,2024-11-02,18:12:21,4645,25.309
4,3357977784,2024-08-10,18:52:45,6653,5.7323
5,3357977784,2023-11-10,09:10:52,1699,3.3283
6,3357977784,2024-07-03,18:41:33,1396,2.8383
1,3708153735,2022-01-07,09:12:23,4665,4.25
2,3708153735,2017-03-13,17:29:34,2711,11.7861
3,3708153735,2017-09-22,08:01:48,912,1.4622
4,3708153735,2022-06-19,14:20:50,4124,2.9568
1,3352612041,2024-09-18,11:44:54,1072,5.117
2,3352612041,2024-11-01,07:23:01,2915,11.0193
3,3352612041,2024-10-26,11:25:53,5457,30.3962
4,3352612041,2024-11-08,22:03:33,3419,4.6639
5,3352612041,2024-10-28,20:18:29,6396,17.5313
1,3354227459,2021-11-22,12:38:32,596,2.19
2,3354227459,2023-01-08,13:32:25,1414,6.3627
3,3354227459,2024-11-22,09:31:18,1732,4.0759
1,3891418680,2024-07-10,09:05:40,2060,5.4624
2,3891418680,2024-06-22,17:54:38,1276,5.0814
3,3891418680,2024-04-11,09:54:46,765,3.7473
4,3891418680,2024-10-31,13:01:24,5372,25.5094
5,3891418680,2024-06-20,13:51:14,5246,18.7423
6,3891418680,2024-03-07,19:45:43,5510,10.6503
1,3334475477,2024-04-23,10:34:38,5216,4.0368
2,3334475477,2023-10-25,07:00:37,1281,6.8937
3,3334475477,2022-01-29,19:01:03,5587,18.746
4,3334475477,2024-09-04,19:22:51,3728,19.5532
1,3287510482,2018-01-11,08:48:22,4858,15.2445
2,3287510482,2023-12-07,18:07:50,6997,16.7044
3,3287510482,2024-08-14,11:49:53,5111,15.5756
4,3287510482,2019-09-11,18:35:32,5134,20.1166
5,3287510482,2020-05-25,13:46:32,5419,4.0253
6,3287510482,2020-01-17,20:29:01,2300,11.432
1,3608367975,2023-10-04,19:09:03,3737,17.5975
2,3608367975,2024-07-08,16:35:52,6155,24.7911
3,3608367975,2022-05-07,16:00:04,5627,28.7007
1,3932734440,2024-12-03,08:13:51,292,0.8824
2,3932734440,2024-12-04,22:25:14,6543,29.097
3,3932734440,2024-12-22,21:05:44,3957,9.0056
1,3336326086,2018-01-13,16:03:00,153,0.2056
2,3336326086,2019-12-13,14:11:15,5231,13.8169
3,3336326086,2019-11-24,07:02:59,5546,13.6832
1,3938297197,2024-03-29,14:00:23,1788,3.3319
2,3938297197,2020-08-22,15:21:13,6359,27.8152
3,3938297197,2022-07-31,19:54:12,6043,21.3296
4,3938297197,2022-12-30,20:44:27,6832,27.5091
5,3938297197,2024-05-16,20:16:32,3970,18.2749
6,3938297197,2020-11-22,17:06:44,1547,8.4128
1,3339468541,2022-04-27,20:01:00,5836,8.6658
2,3339468541,2021-06-22,20:01:19,4709,13.7878
3,3339468541,2023-11-29,19:01:39,5782,21.1244
1,3914497854,2024-09-20,16:37:12,2186,2.5639
2,3914497854,2021-10-27,14:00:24,1091,5.0855
3,3914497854,2023-06-03,20:59:02,298,1.6564
4,3914497854,2023-12-24,08:51:04,3595,11.1954
5,3914497854,2022-09-25,08:11:40,6637,14.3293
1,3330973687,2022-10-19,10:01:12,550,3.1681
2,3330973687,2020-01-14,11:40:35,5742,2.9795
3,3330973687,2023-01-13,18:37:06,2805,11.251
4,3330973687,2018-01-03,17:20:05,2870,13.1084
1,3603034239,2017-05-13,16:30:06,7009,11.0799
2,3603034239,2023-06-30,10:13:43,3086,2.616
3,3603034239,2018-12-18,22:38:53,2472,11.3118
1,3473793197,2022-10-29,10:13:44,974,2.9436
2,3473793197,2015-05-23,18:45:47,342,1.2777
3,3473793197,2024-11-16,21:34:36,6682,5.7755
4,3473793197,2021-09-12,13:20:20,1985,11.3442
1,3471174639,2014-01-24,21:48:46,659,0.8216
2,3471174639,2024-03-31,07:23:37,3177,14.8853
3,3471174639,2023-06-06,17:50:50,690,2.2134
1,3938364929,2023-01-01,19:57:44,4458,6.334
2,3938364929,2024-05-07,09:24:20,1011,1.8244
3,3938364929,2023-10-09,11:56:47,5497,7.7952
4,3938364929,2018-03-15,20:21:22,1925,6.379
5,3938364929,2016-10-28,14:08:46,3975,6.56
1,3929548931,2024-06-25,09:45:36,3876,11.5179
2,3929548931,2023-09-28,08:05:26,5880,5.4116
3,3929548931,2023-11-26,08:36:51,5121,19.6958
4,3929548931,2023-08-11,09:11:47,2722,1.8914
1,3605512281,2023-06-14,16:53:08,861,1.8005
2,3605512281,2022-12-22,14:20:54,6835,18.3938
3,3605512281,2019-08-05,19:41:56,2038,9.2461
4,3605512281,2023-04-12,20:28:37,5613,25.2716
5,3605512281,2016-07-08,07:14:23,6193,25.6589
6,3605512281,2024-11-17,10:55:49,7096,13.4681
1,3388018955,2024-12-20,08:29:22,4855,2.6581
2,3388018955,2024-12-08,13:59:56,6553,27.8339
3,3388018955,2024-03-07,20:38:33,7061,26.0612
1,3932505398,2020-02-09,07:53:39,4083,7.8919
2,3932505398,2020-09-21,08:15:14,769,2.615
3,3932505398,2019-09-24,16:39:23,2186,7.8055
4,3932505398,2019-11-19,20:43:11,3741,12.5665
1,3471331925,2020-12-01,09:39:54,6638,14.6991
2,3471331925,2020-07-14,09:42:25,2269,4.4187
3,3471331925,2023-03-13,09:51:00,1670,3.4568
4,3471331925,2023-08-27,18:44:46,4262,11.9288
1,3474588130,2021-06-24,17:01:20,2323,8.0602
2,3474588130,2018-01-05,17:28:06,5227,27.9337
3,3474588130,2023-10-23,16:44:50,4450,24.0838
4,3474588130,2024-01-03,15:25:48,6615,23.3627
1,3893869696,2022-03-30,10:12:48,5813,30.2551
2,3893869696,2023-11-21,18:43:51,6752,26.3119
3,3893869696,2024-04-29,22:23:13,381,1.0465
1,3806496988,2022-11-26,11:02:32,5599,26.3901
2,3806496988,2021-04-07,14:38:06,5940,32.7213
3,3806496988,2024-01-05,08:16:36,5375,6.3808
1,3604886634,2024-01-19,17:27:45,132,0.5024
2,3604886634,2023-05-19,18:46:28,2153,10.3294
3,3604886634,2019-08-19,16:59:28,3233,3.7057
4,3604886634,2024-07-06,14:07:24,5722,17.9313
1,3806903218,2016-11-03,18:27:39,6561,35.1163
2,3806903218,2021-11-11,21:52:00,7189,12.2485
3,3806903218,2023-10-23,21:33:56,5347,26.7761
4,3806903218,2019-08-27,15:53:51,5277,15.6443
5,3806903218,2018-12-16,22:46:55,1103,4.2777
6,3806903218,2019-10-10,11:25:04,2601,4.2685
1,3914954168,2021-07-10,18:03:20,3465,17.5665
2,3914954168,2021-02-24,21:58:00,558,0.6794
3,3914954168,2024-01-17,15:43:53,3853,21.0688
4,3914954168,2022-09-30,09:13:26,1088,6.2179
1,3932075385,2023-06-18,08:54:15,6878,5.0366
2,3932075385,2023-05-26,18:52:48,1424,3.0133
3,3932075385,2024-05-01,09:54:17,489,0.6151
1,3801367665,2018-06-23,20:28:35,6352,5.7018
2,3801367665,2023-06-07,11:41:49,5849,28.1908
3,3801367665,2021-04-24,20:38:15,1758,1.6322
1,3200889168,2020-08-29,11:03:32,4725,17.3084
2,3200889168,2024-01-26,21:48:29,6034,19.0122
3,3200889168,2019-12-20,22:50:34,5375,5.8747
1,3666096013,2024-09-04,12:36:10,4344,13.0085
2,3666096013,2022-05-20,14:51:49,4034,15.8196
3,3666096013,2020-06-09,18:36:57,2696,10.9486
4,3666096013,2019-10-10,12:08:32,931,3.5305
5,3666096013,2021-06-28,22:53:02,1325,1.1245
6,3666096013,2019-12-14,11:29:52,186,0.9684
1,3607198456,2024-12-31,18:28:05,7119,33.2091
2,3607198456,2024-10-19,12:43:57,4855,7.0492
3,3607198456,2024-11-27,19:31:32,7035,19.0184
1,3706960762,2019-02-06,20:50:05,101,0.0655
2,3706960762,2019-01-27,15:12:03,7061,8.2603
3,3706960762,2017-02-04,22:52:14,423,0.2704
1,3409379473,2024-05-10,20:47:23,3217,6.0499
2,3409379473,2024-06-14,18:45:26,1447,1.3014
3,3409379473,2023-01-24,12:55:29,5457,11.6268
4,3409379473,2023-05-03,22:07:37,3540,4.6469
1,3334177465,2018-04-16,18:09:12,5118,18.4067
2,3334177465,2022-12-30,13:45:17,1116,5.5948
3,3334177465,2019-10-19,15:33:43,6026,8.8879
4,3334177465,2018-09-04,19:55:09,5814,28.7819
5,3334177465,2024-09-09,13:51:58,2364,5.0458
1,3706952525,2022-03-18,15:36:50,1206,6.7256
2,3706952525,2024-05-17,09:34:14,5792,14.21
3,3706952525,2020-01-14,10:56:02,2301,7.6932
4,3706952525,2021-03-02,11:37:37,3363,2.7275
1,3485465329,2024-11-02,14:49:28,5430,16.4932
2,3485465329,2023-09-03,10:42:13,3727,6.1991
3,3485465329,2024-03-11,13:34:54,6767,27.9076
4,3485465329,2022-05-27,17:03:17,4301,10.6184
5,3485465329,2022-02-21,21:51:50,3073,16.2162
1,3609150327,2021-09-17,16:57:40,4566,6.3724
2,3609150327,2019-07-12,12:09:58,2287,2.2696
3,3609150327,2020-01-16,11:50:56,741,3.5952
4,3609150327,2024-08-10,17:48:11,2341,10.6868
5,3609150327,2022-12-19,09:42:27,6250,22.0274
6,3609150327,2018-12-15,07:34:59,4707,16.7552
1,3208645694,2019-12-31,17:16:34,3167,5.7154
2,3208645694,2016-01-15,20:17:41,1106,1.4691
3,3208645694,2020-05-12,11:14:30,5763,24.2818
4,3208645694,2019-07-19,09:58:54,2569,11.3966
5,3208645694,2022-01-10,21:56:56,5470,20.2309
6,3208645694,2019-09-05,13:54:09,3403,10.2446
1,3400588476,2017-04-02,17:17:33,867,0.5944
2,3400588476,2018-04-23,18:41:02,5510,32.0183
3,3400588476,2017-10-15,16:24:33,5846,3.964
1,3381639358,2016-01-11,10:28:39,6186,6.1091
2,3381639358,2016-11-17,18:20:17,6855,15.6477
3,3381639358,2023-04-04,07:24:13,1459,2.6493
4,3381639358,2022-05-18,07:34:18,5266,5.8166
5,3381639358,2020-04-19,08:14:53,3773,5.095
6,3381639358,2015-08-18,17:48:17,274,0.2356
1,3388707828,2020-09-08,17:04:43,210,0.1379
2,3388707828,2020-08-03,21:40:28,3125,3.5241
3,3388707828,2020-03-31,10:39:03,2266,8.3339
1,3477421409,2013-07-18,21:56:19,654,1.2688
2,3477421409,2019-01-31,14:08:38,6739,7.2966
3,3477421409,2023-05-29,16:47:59,4979,13.7861
4,3477421409,2015-09-25,20:33:08,2064,7.5092
1,3605584483,2024-11-18,14:29:34,5683,19.6441
2,3605584483,2023-11-03,08:14:07,3935,8.0208
3,3605584483,2020-06-08,22:08:39,3705,19.5304
4,3605584483,2023-03-16,19:13:31,2559,7.2062
5,3605584483,2020-04-30,15:51:09,2846,14.8433
6,3605584483,2020-06-11,14:09:00,3557,16.1103
1,3354281974,2019-03-12,19:01:01,1651,6.2901
2,3354281974,2024-01-16,13:53:37,4322,18.674
3,3354281974,2017-04-11,15:56:10,2376,1.9976
4,3354281974,2022-08-16,15:32:35,2660,7.3146
1,3917558377,2023-04-06,18:56:20,6022,6.243
2,3917558377,2020-01-17,19:39:23,6815,37.726
3,3917558377,2022-06-25,19:10:53,775,0.4514
4,3917558377,2015-05-31,19:05:43,2200,3.2759
1,3204841818,2024-08-16,08:27:19,2708,5.0438
2,3204841818,2023-12-20,07:39:00,1687,5.3568
3,3204841818,2022-06-30,13:57:19,3875,9.433
4,3204841818,2020-05-04,14:12:45,1136,4.4569
1,3358267739,2023-08-17,14:47:15,3840,4.5597
2,3358267739,2024-11-16,09:30:23,4657,8.6827
3,3358267739,2020-10-12,17:00:39,272,0.7072
4,3358267739,2023-05-14,13:20:03,4817,24.6227
1,3282485048,2017-03-04,17:36:35,1450,1.1733
2,3282485048,2019-05-19,18:27:16,1228,6.0571
3,3282485048,2017-11-28,14:48:43,3576,18.8184
4,3282485048,2019-03-27,16:22:13,2800,13.2711
1,3475553716,2022-02-14,12:16:31,3779,16.3892
2,3475553716,2019-12-21,11:24:41,1547,4.1384
3,3475553716,2018-12-03,13:20:16,5362,3.4545
4,3475553716,2020-12-26,11:10:19,5513,7.4503
1,3489898042,2022-07-26,10:54:47,7195,39.5731
2,3489898042,2023-11-03,15:30:03,5717,33.2588
3,3489898042,2022-12-27,15:38:36,1712,6.4334
1,3330910180,2020-12-04,19:41:14,3940,18.3327
2,3330910180,2024-08-29,18:17:48,1692,1.6843
3,3330910180,2024-04-08,17:36:57,5063,27.4915
4,3330910180,2020-03-17,13:20:47,1470,5.9643
5,3330910180,2019-02-27,08:13:29,5362,11.6805
1,3663961937,2017-12-05,17:54:09,6648,17.301
2,3663961937,2021-06-30,20:54:38,4695,26.1975
3,3663961937,2018-09-16,20:13:18,6897,8.6732
4,3663961937,2018-02-27,17:16:47,1607,6.2444
5,3663961937,2020-03-06,10:39:17,4784,18.1198
6,3663961937,2024-04-20,07:35:05,2173,5.4359
1,3386423478,2024-09-26,07:00:22,5670,20.4881
2,3386423478,2024-10-04,07:12:41,2242,11.3515
3,3386423478,2024-08-09,12:05:32,1203,1.2293
1,3921510792,2024-03-23,11:19:33,3492,10.1375
2,3921510792,2021-01-24,15:12:47,2135,5.0684
3,3921510792,2020-09-15,15:28:50,7053,32.9235
4,3921510792,2021-01-17,17:21:58,3873,5.9776
5,3921510792,2020-05-21,15:15:47,2993,5.9896
6,3921510792,2021-02-26,10:38:58,5034,27.7447
1,3667831930,2024-03-23,07:13:21,2160,9.5777
2,3667831930,2024-05-21,15:59:48,4470,17.7289
3,3667831930,2024-07-27,15:18:40,2736,13.2425
4,3667831930,2024-03-04,15:11:30,2287,10.5959
5,3667831930,2024-08-19,18:33:15,1895,9.1684
6,3667831930,2024-11-07,08:58:12,5291,6.1436
1,3497833254,2015-07-17,07:11:14,1436,5.7653
2,3497833254,2023-12-08,18:34:00,5008,5.2985
3,3497833254,2021-09-24,20:37:50,7085,12.0205
4,3497833254,2023-05-20,08:20:58,3675,15.0283
5,3497833254,2020-08-23,16:21:33,6196,16.7863
1,3667161486,2022-11-17,17:49:23,3177,13.2782
2,3667161486,2017-12-22,17:13:01,6308,16.1784
3,3667161486,2013-11-26,18:32:36,2605,2.867
4,3667161486,2016-09-19,08:39:38,6604,37.2709
1,3207416671,2022-10-18,09:02:40,3423,4.2113
2,3207416671,2022-05-11,15:36:28,5449,12.114
3,3207416671,2024-02-02,19:41:35,2147,2.742
1,3288703109,2024-09-18,07:04:40,3137,12.9373
2,3288703109,2022-07-21,16:36:05,4576,12.3343
3,3288703109,2024-08-01,12:08:06,4548,10.6006
1,3921578845,2024-04-20,21:02:50,4835,18.8319
2,3921578845,2022-06-02,11:08:39,5351,4.1566
3,3921578845,2019-11-03,16:09:57,112,0.3317
4,3921578845,2024-08-22,12:02:09,3286,11.8452
5,3921578845,2022-09-30,15:14:37,6373,13.6246
1,3605268728,2017-06-24,22:06:37,6349,17.2131
2,3605268728,2016-05-16,13:20:36,3231,12.876
3,3605268728,2017-07-08,15:31:13,524,0.3319
4,3605268728,2022-04-14,07:04:48,3721,11.9864
5,3605268728,2016-01-30,17:55:41,2063,3.3994
6,3605268728,2021-11-14,22:35:34,3562,8.5527
1,3609420465,2016-05-24,16:34:21,4690,16.9956
2,3609420465,2024-10-11,19:27:50,820,3.1002
3,3609420465,2016-11-02,15:48:41,1235,6.6861
4,3609420465,2017-06-08,08:01:47,2441,7.9812
5,3609420465,2016-03-11,10:06:04,6845,7.4432
6,3609420465,2019-04-17,15:47:38,1330,2.9045
1,3916389303,2023-07-08,14:11:41,4610,19.0038
2,3916389303,2020-06-05,12:36:59,2052,11.8212
3,3916389303,2020-04-25,10:01:34,422,1.2844
4,3916389303,2024-06-08,22:53:18,1810,7.5489
5,3916389303,2023-02-13,08:45:26,1122,5.4216
6,3916389303,2021-03-30,08:16:45,5929,4.1596
1,3204274871,2022-02-07,21:17:43,7008,30.2759
2,3204274871,2022-06-10,19:58:45,1825,1.8944
3,3204274871,2022-08-19,15:54:03,7191,24.8743
4,3204274871,2023-06-08,16:55:47,4552,25.0751
5,3204274871,2022-06-03,11:08:24,2560,13.0296
6,3204274871,2022-03-24,22:48:30,5550,26.4103
1,3488915768,2021-01-27,15:50:01,4159,18.8138
2,3488915768,2021-09-10,10:14:58,6789,9.9239
3,3488915768,2024-08-20,20:38:41,4908,4.7846
4,3488915768,2022-08-09,15:22:14,6779,14.0398
5,3488915768,2024-09-13,15:02:52,6121,23.6401
1,3280323512,2018-05-15,20:02:31,3384,3.8138
2,3280323512,2020-01-26,14:41:54,5169,15.2937
3,3280323512,2021-04-27,19:33:48,6550,33.139
4,3280323512,2018-09-14,07:21:05,6338,22.0542
5,3280323512,2021-05-14,20:59:10,1664,5.961
6,3280323512,2021-12-07,09:47:55,5410,9.4777
1,3708326663,2020-10-25,14:58:12,6723,19.9507
2,3708326663,2024-03-25,11:36:37,6168,9.943
3,3708326663,2024-04-02,18:20:21,2143,12.446
4,3708326663,2023-02-16,11:11:11,2396,9.2692
1,3912558686,2023-11-26,08:55:13,6635,30.9853
2,3912558686,2020-03-11,16:32:58,5235,18.5911
3,3912558686,2021-01-13,18:29:19,694,3.5538
4,3912558686,2024-07-05,21:10:40,3874,21.7988
1,3667970765,2022-09-23,18:57:47,6667,21.7734
2,3667970765,2022-11-14,17:00:36,5809,8.468
3,3667970765,2022-03-29,16:01:09,27,0.0681
4,3667970765,2024-03-21,17:35:03,3195,12.0797
5,3667970765,2024-05-29,10:35:40,184,0.15
6,3667970765,2023-11-09,13:23:50,347,1.1172
1,3808650168,2023-03-13,16:19:20,4931,5.9899
2,3808650168,2022-02-26,07:48:43,6012,6.7869
3,3808650168,2024-02-11,08:42:26,1085,2.6578
1,3804215754,2024-04-25,20:29:32,363,0.5562
2,3804215754,2021-05-23,21:44:51,6378,36.61
3,3804215754,2023-01-19,08:26:26,4545,16.4337
4,3804215754,2022-08-25,22:22:20,5798,21.478
5,3804215754,2024-01-29,08:25:16,5070,14.9165
6,3804215754,2020-04-30,14:07:26,3338,10.7967
1,3385111794,2021-06-17,12:56:52,5778,13.9273
2,3385111794,2022-12-31,18:51:40,6530,24.2845
3,3385111794,2020-11-20,21:27:12,2391,11.1081
4,3385111794,2020-01-25,19:38:53,2521,4.2161
5,3385111794,2022-05-28,21:51:36,3250,14.591
1,3283198258,2024-12-31,07:56:32,995,5.5398
2,3283198258,2024-12-30,11:56:52,5956,15.3429
3,3283198258,2024-12-25,16:17:18,7166,29.124
4,3283198258,2024-10-10,22:29:33,5249,13.8724
5,3283198258,2024-10-02,16:40:12,5789,28.2645
1,3895579907,2024-09-20,21:20:49,68,0.2605
2,3895579907,2018-05-21,18:23:29,6805,36.1122
3,3895579907,2017-04-23,10:08:09,4394,5.7546
4,3895579907,2015-09-17,10:59:48,5247,9.949
5,3895579907,2020-04-12,07:54:42,3258,6.2813
6,3895579907,2023-07-07,22:55:57,5930,11.4737
1,3356175383,2020-05-16,15:17:34,3738,21.3185
2,3356175383,2015-05-10,08:30:26,5145,22.5928
3,3356175383,2022-09-21,19:50:33,2489,3.7165
4,3356175383,2020-09-05,07:21:20,3921,21.3498
5,3356175383,2021-05-16,22:24:59,4048,5.777
6,3356175383,2023-10-03,13:37:13,1455,5.5054
1,3806689891,2022-04-15,19:32:30,3793,15.4407
2,3806689891,2020-05-28,10:30:38,778,1.7047
3,3806689891,2024-07-14,08:01:34,1169,5.2692
4,3806689891,2018-04-11,21:15:06,5489,25.6684
1,3281201514,2019-01-10,11:39:31,2192,8.9014
2,3281201514,2018-12-24,08:16:25,6395,15.8057
3,3281201514,2023-06-15,16:42:27,4333,14.9138
4,3281201514,2021-01-27,09:04:50,249,1.2285
1,3705263977,2024-02-02,19:43:36,4833,27.0913
2,3705263977,2024-12-01,22:11:15,7175,40.1427
3,3705263977,2024-05-15,11:23:24,5374,30.5644
4,3705263977,2024-06-01,08:37:12,6210,6.8933
5,3705263977,2024-09-28,14:28:09,7151,21.4988
6,3705263977,2024-04-22,11:26:41,5528,29.1063
1,3915784214,2024-07-18,08:39:12,1975,8.279
2,3915784214,2024-05-08,08:10:39,1317,3.7144
3,3915784214,2024-08-03,19:38:10,1645,8.0171
4,3915784214,2024-08-01,09:44:40,4967,26.1765
1,3666433715,2024-08-02,12:21:58,3003,12.3159
2,3666433715,2023-01-12,12:25:40,1383,1.3249
3,3666433715,2022-10-02,12:23:25,6147,18.3346
4,3666433715,2019-07-16,16:52:51,6549,20.1175
5,3666433715,2022-12-28,18:32:13,4894,7.8638
1,3921602513,2024-03-10,11:10:51,6239,12.4826
2,3921602513,2024-10-25,15:20:11,336,0.9936
3,3921602513,2024-06-03,17:23:30,4938,7.2587
4,3921602513,2023-11-27,21:23:34,3277,9.1009
5,3921602513,2022-02-21,10:20:46,2109,1.5758
1,3458622011,2024-07-16,15:16:52,5631,3.6792
2,3458622011,2024-09-30,12:13:08,560,1.0444
3,3458622011,2024-12-26,14:07:37,380,1.0761
4,3458622011,2023-07-09,16:10:27,6121,15.4498
5,3458622011,2023-08-23,20:17:37,3080,12.4621
6,3458622011,2024-04-08,11:03:16,1563,3.2426
1,3474015931,2024-07-22,11:29:48,6585,22.3156
2,3474015931,2018-05-25,16:07:19,2213,9.5281
3,3474015931,2023-09-17,08:24:42,3438,18.9711
4,3474015931,2023-01-10,10:29:54,2837,12.8038
1,3932085938,2022-07-19,16:38:07,1186,2.2041
2,3932085938,2018-10-28,20:53:05,2248,3.0064
3,3932085938,2019-06-25,14:07:34,6470,29.2343
4,3932085938,2024-12-16,17:35:47,6220,13.4662
5,3932085938,2017-05-12,16:33:03,5477,17.1131
6,3932085938,2023-07-09,20:08:09,7130,5.9515
1,3483839419,2023-10-18,18:34:56,1508,2.096
2,3483839419,2019-02-13,20:02:02,496,0.5907
3,3483839419,2020-10-08,17:34:13,4439,13.2097
4,3483839419,2021-01-23,18:01:50,3313,18.5996
5,3483839419,2022-02-18,20:44:52,5643,16.9534
6,3483839419,2022-05-04,16:01:25,5999,14.9973
1,3201983560,2016-08-03,12:24:19,4308,23.7829
2,3201983560,2018-12-09,21:35:57,2615,14.6661
3,3201983560,2015-12-16,15:17:25,5320,12.8976
4,3201983560,2020-07-18,15:02:08,6019,5.8488
1,3925622225,2024-05-21,13:18:31,513,1.4004
2,3925622225,2022-04-01,21:58:15,118,0.0635
3,3925622225,2022-02-05,20:06:46,5463,31.7377
4,3925622225,2023-03-04,18:19:44,3872,21.2526
5,3925622225,2022-05-21,18:24:49,6396,11.8103
6,3925622225,2023-03-27,21:01:50,5468,14.3462
1,3472092419,2023-02-02,11:26:06,6616,18.6579
2,3472092419,2024-06-25,13:28:13,6436,9.7395
3,3472092419,2023-05-13,09:12:25,6741,13.51
4,3472092419,2023-12-10,15:34:31,1463,0.9287
1,3283473560,2024-03-05,13:03:05,3298,12.2735
2,3283473560,2023-11-09,20:53:53,3234,4.704
3,3283473560,2024-02-17,21:03:54,7108,35.2196
4,3283473560,2023-09-15,22:44:45,3706,13.2603
1,3913785619,2024-07-31,12:40:41,2476,5.4309
2,3913785619,2024-09-20,22:41:07,5227,5.8188
3,3913785619,2024-10-04,11:25:53,5312,23.606
4,3913785619,2024-08-05,22:39:48,1977,11.1258
5,3913785619,2024-05-01,16:05:43,6159,12.1663
1,3359931690,2023-12-13,09:36:03,2346,13.1337
2,3359931690,2022-07-31,21:01:10,5537,11.4721
3,3359931690,2023-06-25,12:07:08,7171,21.0536
4,3359931690,2024-05-17,08:33:01,388,2.2052
1,3284234774,2023-09-23,09:51:15,2746,11.0781
2,3284234774,2023-05-15,18:58:20,2857,6.6859
3,3284234774,2021-05-16,10:25:18,2117,8.3042
4,3284234774,2022-04-29,09:16:25,3603,12.2789
1,3204001888,2022-06-14,15:42:32,1152,5.8908
2,3204001888,2022-01-19,18:34:54,6522,13.2955
3,3204001888,2019-12-19,18:58:06,4593,16.078
4,3204001888,2020-08-04,11:35:56,318,0.3124
5,3204001888,2021-10-24,08:42:35,7026,24.4562
1,3666345405,2018-11-09,15:46:41,7075,11.1272
2,3666345405,2023-11-07,08:52:09,1309,3.1783
3,3666345405,2022-09-01,10:23:05,749,3.1462
4,3666345405,2020-03-30,15:35:43,279,0.6913
1,3281680287,2019-03-28,09:14:40,5672,21.1947
2,3281680287,2020-01-30,17:16:19,5897,7.3046
3,3281680287,2024-01-27,13:47:39,2571,14.5344
4,3281680287,2024-07-13,07:58:11,1250,2.7746
5,3281680287,2021-07-07,11:08:18,6209,23.9698
1,3470091043,2021-05-03,21:58:33,2366,9.3489
2,3470091043,2019-08-30,18:58:15,7079,28.0101
3,3470091043,2019-12-01,15:38:20,1080,5.4097
4,3470091043,2020-04-03,10:12:33,2286,5.6623
5,3470091043,2024-01-20,22:39:59,6776,18.9616
6,3470091043,2019-09-11,22:27:44,4933,10.2608
1,3457417533,2023-11-25,22:33:02,3481,16.7972
2,3457417533,2024-06-28,09:09:00,6749,26.4971
3,3457417533,2023-07-05,15:20:21,4560,20.8033
4,3457417533,2024-03-18,09:00:59,5755,32.073
1,3405547179,2023-07-29,14:58:35,1273,6.0164
2,3405547179,2023-12-29,18:17:29,3791,10.8561
3,3405547179,2022-12-03,16:00:09,4456,7.5134
1,3919871089,2020-05-02,16:26:20,148,0.1712
2,3919871089,2019-04-03,20:10:03,2180,5.1179
3,3919871089,2024-06-09,22:41:11,4190,22.9235
4,3919871089,2024-08-26,22:42:38,385,0.4635
1,3930345216,2020-12-12,16:29:13,3694,7.1189
2,3930345216,2023-05-20,17:20:02,439,1.7472
3,3930345216,2015-08-18,17:36:54,2403,2.2369
4,3930345216,2014-03-05,10:38:49,2409,9.6969
5,3930345216,2017-05-04,21:45:40,6986,7.6947
1,3475340165,2018-11-02,14:40:03,4344,4.8549
2,3475340165,2021-11-24,12:38:51,4548,2.6172
3,3475340165,2023-08-18,20:45:21,1877,9.982
4,3475340165,2024-09-03,21:39:34,5521,13.6328
5,3475340165,2024-12-30,18:28:52,5037,29.3472
6,3475340165,2020-09-21,17:32:01,6412,7.4894
1,3337038850,2022-07-15,19:13:03,3522,16.1798
2,3337038850,2023-04-09,10:37:18,2172,1.2266
3,3337038850,2022-05-27,16:06:24,5670,26.6615
4,3337038850,2022-08-23,07:14:06,6641,24.6515
1,3477783321,2024-04-16,09:27:49,1451,7.2381
2,3477783321,2024-12-25,18:04:15,3576,20.4409
3,3477783321,2024-03-21,08:02:45,5668,22.2958
4,3477783321,2023-12-30,22:20:03,5893,4.9113
1,3939115613,2024-09-26,11:48:56,1865,3.3678
2,3939115613,2020-08-06,12:08:29,2198,3.2674
3,3939115613,2021-12-08,10:42:34,4135,19.1188
4,3939115613,2017-04-18,22:46:59,6835,27.0444
5,3939115613,2018-01-20,12:44:20,4324,22.4737
1,3893245971,2018-10-08,18:49:56,168,0.6916
2,3893245971,2018-12-04,13:08:19,1150,5.3013
3,3893245971,2021-04-27,12:52:50,801,1.6516
4,3893245971,2013-11-28,07:00:33,4287,19.3507
5,3893245971,2018-07-12,21:53:37,4129,23.1036
1,3380801163,2024-01-22,11:06:56,499,1.4019
2,3380801163,2023-03-10,18:58:24,1787,5.9342
3,3380801163,2023-02-25,13:22:26,2502,10.6529
4,3380801163,2024-07-25,17:00:54,3230,17.9707
5,3380801163,2022-04-23,18:11:30,5696,17.1264
6,3380801163,2021-08-07,15:10:58,6657,18.3339
1,3455414215,2023-01-08,12:05:09,3177,7.631
2,3455414215,2023-07-07,08:41:59,4291,11.7895
3,3455414215,2022-08-07,18:47:51,7173,38.3558
4,3455414215,2021-11-12,11:52:19,4014,15.6577
